Name,Description,Price,Region,AvailabilityZone
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-south-1,aps1-az1
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-south-1,aps1-az2
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-south-1,aps1-az3
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-1,apse1-az1
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-1,apse1-az2
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-1,apse1-az3
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-2,apse2-az1
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-2,apse2-az2
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-2,apse2-az3
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-3,apse3-az1
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-3,apse3-az2
standard,HDD-backed Magnetic Disk,0.00011111111111111112,ap-southeast-3,apse3-az3
standard,HDD-backed Magnetic Disk,7.638888888888889e-05,ca-central-1,cac1-az1
standard,HDD-backed Magnetic Disk,7.638888888888889e-05,ca-central-1,cac1-az2
standard,HDD-backed Magnetic Disk,7.638888888888889e-05,ca-central-1,cac1-az4
standard,HDD-backed Magnetic Disk,8.194444444444444e-05,eu-central-1,euc1-az1
standard,HDD-backed Magnetic Disk,8.194444444444444e-05,eu-central-1,euc1-az2
standard,HDD-backed Magnetic Disk,8.194444444444444e-05,eu-central-1,euc1-az3
standard,HDD-backed Magnetic Disk,7.256944444444444e-05,eu-north-1,eun1-az1
standard,HDD-backed Magnetic Disk,7.256944444444444e-05,eu-north-1,eun1-az2
standard,HDD-backed Magnetic Disk,7.256944444444444e-05,eu-north-1,eun1-az3
standard,HDD-backed Magnetic Disk,8.020833333333334e-05,eu-south-1,eus1-az1
standard,HDD-backed Magnetic Disk,8.020833333333334e-05,eu-south-1,eus1-az2
standard,HDD-backed Magnetic Disk,8.020833333333334e-05,eu-south-1,eus1-az3
standard,HDD-backed Magnetic Disk,7.638888888888889e-05,eu-west-1,euw1-az1
standard,HDD-backed Magnetic Disk,7.638888888888889e-05,eu-west-1,euw1-az2
standard,HDD-backed Magnetic Disk,7.638888888888889e-05,eu-west-1,euw1-az3
standard,HDD-backed Magnetic Disk,8.055555555555556e-05,eu-west-2,euw2-az1
standard,HDD-backed Magnetic Disk,8.055555555555556e-05,eu-west-2,euw2-az2
standard,HDD-backed Magnetic Disk,8.055555555555556e-05,eu-west-2,euw2-az3
standard,HDD-backed Magnetic Disk,8.055555555555556e-05,eu-west-3,euw3-az1
standard,HDD-backed Magnetic Disk,8.055555555555556e-05,eu-west-3,euw3-az2
standard,HDD-backed Magnetic Disk,8.055555555555556e-05,eu-west-3,euw3-az3
standard,HDD-backed Magnetic Disk,8.402777777777777e-05,me-central-1,mec1-az1
standard,HDD-backed Magnetic Disk,8.402777777777777e-05,me-central-1,mec1-az2
standard,HDD-backed Magnetic Disk,8.402777777777777e-05,me-central-1,mec1-az3
standard,HDD-backed Magnetic Disk,8.402777777777777e-05,me-south-1,mes1-az1
standard,HDD-backed Magnetic Disk,8.402777777777777e-05,me-south-1,mes1-az2
standard,HDD-backed Magnetic Disk,8.402777777777777e-05,me-south-1,mes1-az3
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-1,use1-az1
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-1,use1-az2
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-1,use1-az3
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-1,use1-az4
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-1,use1-az5
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-1,use1-az6
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-2,use2-az1
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-2,use2-az2
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-east-2,use2-az3
standard,HDD-backed Magnetic Disk,0.00011111111111111112,us-west-1,usw1-az1
standard,HDD-backed Magnetic Disk,0.00011111111111111112,us-west-1,usw1-az3
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-west-2,usw2-az1
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-west-2,usw2-az2
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-west-2,usw2-az3
standard,HDD-backed Magnetic Disk,6.944444444444444e-05,us-west-2,usw2-az4
